,user_id,song_id,play_count,title,release,artist,year
360551,25409,3534,1,Who Let You Go?,Sawdust,The Killers,2007
360560,25409,4270,1,Don't Stop The Music,Don't Stop The Music/ Remixes,Rihanna,2007
360563,25409,4366,2,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),Kamikaze,Twista feat. Kayne West & Jamie Foxx,2004
360566,25409,4448,2,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
360567,25409,4564,1,Lost,One Of The Boys,Katy Perry,2007
360571,25409,4639,1,Bulletproof,Bulletproof,La Roux,2009
360574,25409,4761,2,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006
360576,25409,4975,2,Until The End Of Time,Until The End Of Time - Duet with Beyonce,Justin Timberlake duet with Beyonce,2006
360579,25409,5023,2,In My Place,A Rush Of Blood To The Head,Coldplay,2001
360581,25409,5138,1,What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2007
360585,25409,5300,2,Happy Endings,The All-American Rejects,The All-American Rejects,2003
360589,25409,5375,2,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008
360591,25409,5531,2,Secrets,Waking Up,OneRepublic,2009
360596,25409,5757,1,My Paper Heart,Summerland,The All-American Rejects,2003
360601,25409,6079,2,Smile (Explicit Version),Alright_ Still,Lily Allen,2007
360602,25409,6121,2,In Person,Doll Domination 3.0,The Pussycat Dolls,2008
360603,25409,6226,2,New Divide (Album Version),Transformers: Revenge Of The Fallen The Album,Linkin Park,2009
360604,25409,6230,3,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
360606,25409,6451,1,Paradise City,Greatest Hits,Guns N' Roses,1987
360615,25409,7028,2,The Middle,Bleed American,Jimmy Eat World,2001
360616,25409,7103,1,Alejandro,The Fame Monster,Lady GaGa,2009
360619,25409,7196,1,I Don't Need A Man,R&B Divas,The Pussycat Dolls,2005
360621,25409,7260,1,Sleepyhead,Manners,Passion Pit,2008
360622,25409,7295,1,This Is Your Life,Day & Age,The Killers,2008
360624,25409,7393,3,Don't Cha,PCD,The Pussycat Dolls / Busta Rhymes,2005
360625,25409,7402,2,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0
360626,25409,7452,1,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0
360627,25409,7470,1,Stuck In The Moment,My Worlds,Justin Bieber,2010
360629,25409,7525,1,Read My Mind,Sam's Town,The Killers,2006
360633,25409,7721,1,Spies,Parachutes,Coldplay,2000
360637,25409,7791,2,Marry Me,Save Me_ San Francisco,Train,2009
360639,25409,7879,1,Empire State Of Mind (Part II) Broken Down,Empire State Of Mind (Part II) Broken Down,Alicia Keys,0
360641,25409,7911,1,Heartbreak Warfare,Battle Studies,John Mayer,0
360644,25409,7980,1,The Climb,Hannah Montana The Movie,Miley Cyrus,2009
360646,25409,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
360647,25409,8037,1,Gold Guns Girls,Fantasies,Metric,2009
360648,25409,8092,2,OMG,OMG - The Remixes,Usher featuring will.i.am,2010
360651,25409,8138,3,Drop The World,Drop The World,Lil Wayne / Eminem,0
360652,25409,8256,3,I'm Done,Doll Domination,The Pussycat Dolls,2008
360657,25409,8582,2,Use Somebody,Use Somebody,Kings Of Leon,2008
360658,25409,8772,2,When I Grow Up,When I Grow Up,The Pussycat Dolls,2008
360664,25409,9076,1,Wake Up Alone,Frank & Back to Black,Amy Winehouse,2006
360665,25409,9095,2,Joe's Head,Youth And Young Manhood,Kings Of Leon,2003
360667,25409,9162,1,Electric Feel,The Anthems,MGMT,2007
360676,25409,9676,2,Ragoo,Because Of The Times,Kings Of Leon,2007
360677,25409,9678,2,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006
360678,25409,9771,1,Swing_ Swing,The All-American Rejects,The All-American Rejects,2003
360679,25409,9913,1,Romeo And Juliet,Sawdust,The Killers,2007
360681,25409,9939,1,Lasso,Wolfgang Amadeus Phoenix,Phoenix,0
361014,32364,21,2,Back Against The Wall,Cage The Elephant,Cage The Elephant,2008
361017,32364,134,2,My Moon My Man,My Moon My Man,Feist,0
361020,32364,462,2,Baby Boy [feat. Beyonce],Dutty Rock,Sean Paul,0
361022,32364,617,5,Sincerité Et Jalousie,Simple Et Funky,Alliance Ethnik,0
361039,32364,1597,2,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976
361040,32364,1691,4,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
361058,32364,3165,4,Mockingbird,R&B 2006,Eminem,2004
361059,32364,3207,3,Black,Ten,Pearl Jam,1991
361060,32364,3220,4,Through The Wire,Through The Wire,Kanye West,2003
361062,32364,3455,2,Black Hole Sun,True Power-Ballads / 3CD set,Soundgarden,1994
361063,32364,3466,3,Starlight,Starlight,Muse,0
361071,32364,3870,1,Ain't No Rest For The Wicked (Original Version),Cage The Elephant,Cage The Elephant,2008
361082,32364,4761,2,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006
361088,32364,5138,1,What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2007
361092,32364,5367,1,Float On,Float On,Modest Mouse,2003
361095,32364,5531,1,Secrets,Waking Up,OneRepublic,2009
361096,32364,5570,2,Say It Ain't So,Weezer,Weezer,1994
361098,32364,5650,1,LoveStoned/I Think She Knows,LoveStoned / I Think She Knows,Justin Timberlake,2007
361114,32364,6944,5,Otherside (Album Version),Greatest Hits,Red Hot Chili Peppers,2003
361119,32364,7224,5,Victoria (LP Version),Hit By A Train: The Best Of Old 97's,Old 97's,2006
361124,32364,7496,1,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006
361127,32364,7917,2,If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,0
361129,32364,7989,2,Drive,Make Yourself,Incubus,1999
361131,32364,8034,5,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
361135,32364,8612,1,Fix You,X & Y,Coldplay,2005
361138,32364,8762,2,Time To Pretend,Time To Pretend,MGMT,2005
361144,32364,9184,5,The Fear,The Fear,Lily Allen,2008
361149,32364,9678,4,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006
361869,29685,21,1,Back Against The Wall,Cage The Elephant,Cage The Elephant,2008
361870,29685,52,3,Halo,Halo,Beyoncé,2008
361872,29685,145,1,Fader,Fader,The Temper Trap,2009
361873,29685,208,4,Uprising,Uprising,Muse,0
361875,29685,317,3,Undo,Vespertine Live,Björk,2001
361879,29685,614,3,You're The One,If There Was A Way,Dwight Yoakam,1990
361880,29685,617,4,Sincerité Et Jalousie,Simple Et Funky,Alliance Ethnik,0
361882,29685,733,1,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009
361884,29685,965,1,Tim McGraw,Taylor Swift,Taylor Swift,2006
361886,29685,1118,4,Clocks,A Rush Of Blood To The Head,Coldplay,2002
361888,29685,1334,3,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
361889,29685,1348,1,Mia,First Love,Emmy The Great,2007
361890,29685,1354,3,Breakeven,Now That's What I Call Music! 72,The Script,2008
361892,29685,1664,3,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
361893,29685,1691,1,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
361894,29685,2048,1,Already Gone,All I Ever Wanted,Kelly Clarkson,2009
361895,29685,2091,5,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
361896,29685,2210,2,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005
361898,29685,2276,4,Far Away (Album Version),All The Right Reasons,Nickelback,2006
361899,29685,2403,4,U Smile,My Worlds,Justin Bieber,2010
361901,29685,2610,2,Livin' On A Prayer,Cross Road,Bon Jovi,1986
361903,29685,2657,3,Eenie Meenie,Eenie Meenie,Sean Kingston and Justin Bieber,0
361904,29685,2734,2,Love Me,My Worlds,Justin Bieber,2009
361905,29685,2859,1,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009
361906,29685,2926,1,Karma Police,OK Computer (Collector's Edition),Radiohead,1997
361907,29685,3050,5,Terre Promise,77 Souter'1 Vol.2,O'Rosko Raricim,0
361910,29685,3310,4,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007
361911,29685,3346,1,I'm Not Calling You A Liar,Lungs,Florence + The Machine,2009
361912,29685,3462,1,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009
361919,29685,4160,5,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,2000
361921,29685,4284,4,The Only Exception (Album Version),The Only Exception,Paramore,0
361922,29685,4399,1,Eye Of The Tiger,Happy New Year!,Survivor,0
361924,29685,4448,4,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
361925,29685,4554,3,Kryptonite,Total 90s,3 Doors Down,1997
361926,29685,4636,2,Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,0
361927,29685,4639,5,Bulletproof,Bulletproof,La Roux,2009
361928,29685,4719,1,One Step Closer (Album Version),Hybrid Theory,Linkin Park,2000
361929,29685,4864,3,Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0
361931,29685,5272,4,Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,2009
361932,29685,5291,2,Bring Me To Life,Fallen,Evanescence,2003
361935,29685,5697,4,Here Without You,Here Without You,3 Doors Down,2002
361940,29685,5901,1,I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,2005
361941,29685,5978,1,Hailie's Song,The Eminem Show,Eminem,2002
361945,29685,6189,2,Creep (Explicit),Pablo Honey,Radiohead,1993
361947,29685,6270,2,In The End (Album Version),Hybrid Theory,Linkin Park,2000
361951,29685,6726,1,If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2003
361952,29685,7028,1,The Middle,Bleed American,Jimmy Eat World,2001
361954,29685,7260,2,Sleepyhead,Manners,Passion Pit,2008
361957,29685,7416,5,Revelry,Only By The Night,Kings Of Leon,2008
361959,29685,7452,3,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0
361960,29685,7522,4,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0
361963,29685,7791,5,Marry Me,Save Me_ San Francisco,Train,2009
361966,29685,7881,1,My Boy Builds Coffins,Lungs,Florence + The Machine,2009
361968,29685,7969,1,Savior,Appeal To Reason,Rise Against,2008
361969,29685,7977,1,Speed Of Sound,Speed Of Sound,Coldplay,2005
361970,29685,8029,2,I CAN'T GET STARTED,It's The Time,Ron Carter,0
361973,29685,8252,3,Ain't Misbehavin,Summertime,Sam Cooke,0
361974,29685,8481,5,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
361975,29685,8494,1,Drops Of Jupiter,Drops Of Jupiter,Train,2001
361977,29685,8610,4,16 Candles,16 Candles,The Crests,1988
361978,29685,8612,3,Fix You,X & Y,Coldplay,2005
361979,29685,8654,1,Without Me,Without Me,Eminem,2002
361980,29685,8698,4,Whatcha Say,Whatcha Say,Jason Derulo,2009
361982,29685,9019,4,I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,2009
361983,29685,9139,1,Half Of My Heart,Battle Studies,John Mayer,0
361984,29685,9162,3,Electric Feel,The Anthems,MGMT,2007
361987,29685,9262,4,Cosmic Love,Lungs,Florence + The Machine,2009
361991,29685,9487,1,Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,2009
362134,40508,614,5,You're The One,If There Was A Way,Dwight Yoakam,1990
362135,40508,674,1,Island In The Sun,Maladroit,Weezer,2001
362143,40508,1811,2,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
362144,40508,1816,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
362157,40508,2686,2,Vanilla Twilight,Ocean Eyes,Owl City,2009
362160,40508,2852,1,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980
362164,40508,3076,5,Crazy,Get A Grip,Aerosmith,1993
362175,40508,4448,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
362185,40508,5570,1,Say It Ain't So,Weezer,Weezer,1994
362188,40508,5877,1,Lost!,Viva La Vida Or Death And All His Friends,Coldplay,2008
362191,40508,6450,1,Brave The Elements,Brave The Elements - EP,Colossal,0
362202,40508,7343,1,You Belong With Me,Fearless,Taylor Swift,2008
362205,40508,7522,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0
362207,40508,7796,1,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008
362208,40508,7878,1,Don't Panic,Don't Panic,Coldplay,1999
362213,40508,8818,4,Dream On,Aerosmith,Aerosmith,1973
362218,40508,9249,5,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992
363504,8064,62,3,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004
363509,8064,310,1,Seven Nation Army,Seven Nation Army,The White Stripes,2003
363512,8064,630,2,'Till I Collapse,The Eminem Show,Eminem / Nate Dogg,2002
363518,8064,788,2,S.O.S.,SOS,Jonas Brothers,2007
363521,8064,910,1,Don't Start Me Talkin',Roots Of Blues,Sonny Boy Williamson,2004
363522,8064,952,4,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008
363533,8064,2220,3,Sehr kosmisch,Musik von Harmonia,Harmonia,0
363535,8064,2276,1,Far Away (Album Version),All The Right Reasons,Nickelback,2006
363543,8064,2500,3,Never Gonna Be Alone (Album Version),Dark Horse,Nickelback,2008
363546,8064,2610,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986
363547,8064,2657,2,Eenie Meenie,Eenie Meenie,Sean Kingston and Justin Bieber,0
363551,8064,3165,1,Mockingbird,R&B 2006,Eminem,2004
363552,8064,3310,1,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007
363555,8064,3429,4,My Immortal (Album Version),Fallen,Evanescence,2003
363565,8064,4160,5,How You Remind Me,FETENHITS - New Party Rock (set),Nickelback,2000
363569,8064,4270,4,Don't Stop The Music,Don't Stop The Music/ Remixes,Rihanna,2007
363575,8064,4554,1,Kryptonite,Total 90s,3 Doors Down,1997
363588,8064,5273,2,Rianna,The Update Collection Vol. 2,Fisher,0
363589,8064,5291,1,Bring Me To Life,Fallen,Evanescence,2003
363596,8064,5843,2,You Give Love A Bad Name,Slippery When Wet: Special Edition,Bon Jovi,1986
363599,8064,6056,1,Waterfall,À La Carte,Triumvirat,1978
363620,8064,7452,2,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0
363627,8064,7969,1,Savior,Appeal To Reason,Rise Against,2008
363641,8064,8814,1,Rock Star,In Search Of...,N.E.R.D.,2002
363648,8064,9391,5,All I Do Is Win (feat. T-Pain_ Ludacris_ Snoop Dogg & Rick Ross),Victory,DJ Khaled,2010
363773,12914,498,2,Buddy Holly,Weezer,Weezer,1994
363778,12914,674,1,Island In The Sun,Maladroit,Weezer,2001
363780,12914,1188,1,Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1999
363800,12914,3310,1,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007
363812,12914,4631,1,Ms. Jackson,Big Boi & Dre Present_ Outkast,OutKast,2000
363814,12914,4939,2,I Wanna Be Sedated (Remastered Album Version ),Loud_ Fast_ Ramones:  Their Toughest Hits,Ramones,0
363818,12914,5273,1,Rianna,The Update Collection Vol. 2,Fisher,0
363821,12914,5398,3,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,The Rolling Stones,0
363825,12914,5570,1,Say It Ain't So,Weezer,Weezer,1994
363829,12914,5894,3,Caring Is Creepy,Garden State - Music From The Motion Picture,The Shins,2001
363830,12914,6293,1,Yellow,Yellow,Coldplay,2000
363832,12914,6450,1,Brave The Elements,Brave The Elements - EP,Colossal,0
363834,12914,6817,2,First Day Of My Life (Single Version),First Day Of My Life,Bright Eyes,2005
363838,12914,7210,2,Fancy Footwork,Fancy Footwork,Chromeo,2007
363840,12914,7416,3,Revelry,Only By The Night,Kings Of Leon,2008
363841,12914,7438,5,Robot Soul (Radio Edit),Robot Soul,Cosmo Vitelli,0
363843,12914,7731,1,Rome,Wolfgang Amadeus Phoenix,Phoenix,0
363844,12914,7780,2,Home,Up From Below,Edward Sharpe & The Magnetic Zeros,2009
363847,12914,7913,2,Invalid,Fermi Paradox,Tub Ring,2002
363851,12914,8272,4,Australia (Album),Australia,The Shins,2007
363863,12914,9162,2,Electric Feel,The Anthems,MGMT,2007
363864,12914,9249,2,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992
363865,12914,9447,5,Bonafied Lovin (Radio Edit),Bonafied Lovin,Chromeo,0
363867,12914,9487,2,Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,2009
364242,18874,1348,1,Mia,First Love,Emmy The Great,2007
364243,18874,1811,1,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
364254,18874,2672,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007
364270,18874,4949,1,Horchata,Contra,Vampire Weekend,2009
364281,18874,5916,1,Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,2007
364297,18874,7444,1,Teenage Crush,50 Rock 'N' Roll Worlwide Number Ones,Tommy Sands,1996
364300,18874,7562,1,Coda,A Cork Tale Wake,Chris Bathgate,2006
364422,51194,412,1,Where Is My Mind?,Wave Of Mutilation: Best Of Pixies,Pixies,1988
364429,51194,693,1,Us V Them,Sound Of Silver,LCD Soundsystem,2007
364437,51194,1262,1,Lights & Music,Lights & Music,Cut Copy,2008
364438,51194,1348,1,Mia,First Love,Emmy The Great,2007
364442,51194,1696,4,Tribulations,LCD Soundsystem,LCD Soundsystem,2005
364444,51194,1936,1,Feel The Love,In Ghost Colours,Cut Copy,2008
364448,51194,2389,1,New York_ I Love You But You're Bringing Me Down,Sound Of Silver,LCD Soundsystem,2007
364456,51194,3101,1,Lifespan Of A Fly,Ray Guns Are Not Just The Future,the bird and the bee,2009
364462,51194,3360,1,Lullaby In Three/Four,Monday Morning Cold,Erin McKeown,0
364466,51194,3518,4,Daft Punk Is Playing At My House,Daft Punk Is Playing At My House,LCD Soundsystem,2005
364468,51194,3661,1,Gardenhead / Leave Me Alone,On Avery Island,Neutral Milk Hotel,1992
364469,51194,3752,1,Far Away,In Ghost Colours,Cut Copy,2008
364470,51194,3770,1,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006
364474,51194,4298,4,On Repeat,LCD Soundsystem,LCD Soundsystem,2005
364478,51194,4761,2,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006
364482,51194,5223,1,Get Innocuous!,Sound Of Silver,LCD Soundsystem,2007
364483,51194,5248,1,Someone Great,Someone Great,LCD Soundsystem,2007
364484,51194,5417,4,Thrills,LCD Soundsystem,LCD Soundsystem,2005
364487,51194,5633,1,Acadian Coast,Hell Train,Soltero,0
364490,51194,5826,3,Great Release,LCD Soundsystem,LCD Soundsystem,2005
364496,51194,6500,4,Losing My Edge,LCD Soundsystem,LCD Soundsystem,2000
364498,51194,6709,5,Movement,LCD Soundsystem,LCD Soundsystem,2005
364500,51194,6959,1,New York City Cops,Is This It,The Strokes,2001
364501,51194,6964,1,Is This It,Is This It,The Strokes,2001
364513,51194,8086,2,North American Scum,North American Scum,LCD Soundsystem,2007
364518,51194,8624,1,Hearts On Fire,Hearts On Fire,Cut Copy,2007
364519,51194,8656,1,Strangers In The Wind,In Ghost Colours,Cut Copy,2008
364521,51194,8762,3,Time To Pretend,Time To Pretend,MGMT,2005
364525,51194,8949,1,Resistance,The Resistance,Muse,0
364527,51194,9055,2,All My Friends,All My Friends,LCD Soundsystem,2007
364528,51194,9076,1,Wake Up Alone,Frank & Back to Black,Amy Winehouse,2006
364537,51194,9847,1,He Can Only Hold Her,Back To Black,Amy Winehouse,2006
364538,51194,9960,4,Disco Infiltrator (FK's Infiltrated Vocal),Introns,LCD Soundsystem,2005
364539,51194,9989,1,Watch The Tapes,Sound Of Silver,LCD Soundsystem,2007
364726,64613,22,2,Halo,Doll Domination 3.0,The Pussycat Dolls,2008
364728,64613,93,1,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2008
364731,64613,317,1,Undo,Vespertine Live,Björk,2001
364734,64613,352,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
364738,64613,512,2,The Ballad of Michael Valentine,Sawdust,The Killers,2004
364741,64613,614,1,You're The One,If There Was A Way,Dwight Yoakam,1990
364742,64613,719,3,Monkey Man,You Know I'm No Good,Amy Winehouse,2007
364743,64613,736,1,Stronger,Graduation,Kanye West,2007
364744,64613,771,2,Under The Gun,Sawdust,The Killers,2004
364745,64613,788,1,S.O.S.,SOS,Jonas Brothers,2007
364746,64613,809,4,Don't Leave Me,The All-American Rejects,The All-American Rejects,2001
364752,64613,913,1,Magic,Doll Domination 3.0,The Pussycat Dolls,2008
364756,64613,1118,2,Clocks,A Rush Of Blood To The Head,Coldplay,2002
364758,64613,1161,1,My Happy Ending,Under My Skin,Avril Lavigne,2004
364760,64613,1217,1,Whataya Want From Me,Whataya Want From Me,Adam Lambert,2009
364766,64613,1516,1,Some Unholy War,Frank & Back to Black,Amy Winehouse,2006
364767,64613,1536,1,Paper Gangsta,The Fame Monster,Lady GaGa,2008
364768,64613,1659,1,Crazy In Love,Dangerously In Love,Beyoncé feat. Jay-Z,2003
364769,64613,1664,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
364770,64613,1689,1,One I Love,In My Place,Coldplay,2002
364774,64613,1767,1,Rehab,Hip Hop The Collection 2009,Rihanna,2007
364779,64613,2161,1,The Last Song,The All-American Rejects,The All-American Rejects,2003
364783,64613,2217,1,One Of The Boys,One Of The Boys,Katy Perry,2008
364784,64613,2220,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
364786,64613,2248,1,Not Fair (Clean Radio Edit),Not Fair (Clean Radio Edit),Lily Allen,2009
364788,64613,2304,1,Daddy's Eyes,Sawdust,The Killers,2006
364791,64613,2425,1,Señorita,Justified,Justin Timberlake,2002
364792,64613,2442,1,Molly's Chambers,Holy Roller Novocaine EP,Kings Of Leon,2003
364796,64613,2539,1,One More Sad Song,The All-American Rejects,The All-American Rejects,2001
364800,64613,2716,1,All The Pretty Faces,When You  Were Young,The Killers,2006
364802,64613,2850,2,Damn Girl,FutureSex/LoveSounds,Justin Timberlake;Justin Timberlake featuring will.i.am,2006
364806,64613,3038,2,Love The Way You Love Me,Doll Domination,The Pussycat Dolls,2008
364809,64613,3220,1,Through The Wire,Through The Wire,Kanye West,2003
364810,64613,3315,2,Elevator,Doll Domination,The Pussycat Dolls,2008
364812,64613,3462,1,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009
364813,64613,3491,1,Bling (Confession Of A King),Sam's Town,The Killers,2006
364815,64613,3534,1,Who Let You Go?,Sawdust,The Killers,2007
364821,64613,3770,1,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006
364826,64613,4333,1,Check On It,Check On It,Beyoncé feat. Slim Thug,2005
364828,64613,4366,2,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),Kamikaze,Twista feat. Kayne West & Jamie Foxx,2004
364831,64613,4448,1,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
364834,64613,4522,1,Sparks,Parachutes,Coldplay,2000
364836,64613,4554,1,Kryptonite,Total 90s,3 Doors Down,1997
364837,64613,4564,3,Lost,One Of The Boys,Katy Perry,2007
364840,64613,4636,1,Sample Track 2,Dance & Hip Hop Breaks,Simon Harris,0
364844,64613,4761,1,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006
364846,64613,4975,3,Until The End Of Time,Until The End Of Time - Duet with Beyonce,Justin Timberlake duet with Beyonce,2006
364848,64613,5023,1,In My Place,A Rush Of Blood To The Head,Coldplay,2001
364850,64613,5138,1,What Goes Around...Comes Around,What Goes Around... Comes Around,Justin Timberlake,2007
364852,64613,5300,2,Happy Endings,The All-American Rejects,The All-American Rejects,2003
364855,64613,5441,1,Where The White Boys Dance,Sam's Town,The Killers,2006
364859,64613,5531,1,Secrets,Waking Up,OneRepublic,2009
364862,64613,5650,1,LoveStoned/I Think She Knows,LoveStoned / I Think She Knows,Justin Timberlake,2007
364863,64613,5697,1,Here Without You,Here Without You,3 Doors Down,2002
364864,64613,5715,1,Sam's Town,Sam's Town,The Killers,2006
364866,64613,5757,1,My Paper Heart,Summerland,The All-American Rejects,2003
364871,64613,6001,1,Human,Just Dance,The Killers,2008
364873,64613,6042,2,The Runner,Because Of The Times,Kings Of Leon,2007
364874,64613,6079,1,Smile (Explicit Version),Alright_ Still,Lily Allen,2007
364879,64613,6121,5,In Person,Doll Domination 3.0,The Pussycat Dolls,2008
364881,64613,6293,1,Yellow,Yellow,Coldplay,2000
364886,64613,6726,1,If I Ain't Got You,R&B Love Collection 08,Alicia Keys,2003
364887,64613,6735,1,If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,2009
364895,64613,7196,2,I Don't Need A Man,R&B Divas,The Pussycat Dolls,2005
364897,64613,7295,1,This Is Your Life,Day & Age,The Killers,2008
364898,64613,7331,2,Politik,A Rush Of Blood To The Head,Coldplay,2002
364899,64613,7393,2,Don't Cha,PCD,The Pussycat Dolls / Busta Rhymes,2005
364900,64613,7399,1,Shiver,Parachutes,Coldplay,2000
364901,64613,7416,1,Revelry,Only By The Night,Kings Of Leon,2008
364902,64613,7525,1,Read My Mind,Sam's Town,The Killers,2006
364906,64613,7628,4,LDN,LDN,Lily Allen,2006
364910,64613,7721,1,Spies,Parachutes,Coldplay,2000
364912,64613,7879,1,Empire State Of Mind (Part II) Broken Down,Empire State Of Mind (Part II) Broken Down,Alicia Keys,0
364913,64613,7917,1,If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,0
364914,64613,7977,1,Speed Of Sound,Speed Of Sound,Coldplay,2005
364915,64613,7980,3,The Climb,Hannah Montana The Movie,Miley Cyrus,2009
364917,64613,8099,1,Toxic,The Singles Collection,Britney Spears,2003
364918,64613,8138,1,Drop The World,Drop The World,Lil Wayne / Eminem,0
364919,64613,8224,3,Your Star,The All American Rejects,The All-American Rejects,2003
364920,64613,8252,1,Ain't Misbehavin,Summertime,Sam Cooke,0
364923,64613,8378,1,I Can't Stay,Day & Age,The Killers,2008
364925,64613,8481,3,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
364926,64613,8582,5,Use Somebody,Use Somebody,Kings Of Leon,2008
364930,64613,8772,3,When I Grow Up,When I Grow Up,The Pussycat Dolls,2008
364933,64613,8818,1,Dream On,Aerosmith,Aerosmith,1973
364939,64613,9095,2,Joe's Head,Youth And Young Manhood,Kings Of Leon,2003
364954,64613,9678,2,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006
364956,64613,9702,1,Trouble,Trouble (B-Side),Coldplay,2000
364957,64613,9771,1,Swing_ Swing,The All-American Rejects,The All-American Rejects,2003
364959,64613,9847,1,He Can Only Hold Her,Back To Black,Amy Winehouse,2006
364960,64613,9913,1,Romeo And Juliet,Sawdust,The Killers,2007
